Time (d), pH-MC1, Time (d), DO-MC1, Time (d), pH-MC2, Time (d), DO-MC2
   3.008877,  7.45,    2.967280,  7.30,    3.009039,  7.43,    3.009086,  7.39
   3.015822,  7.45,    2.974225,  7.30,    3.015984,  7.43,    3.016030,  7.37
   3.022766,  7.45,    2.981169,  7.30,    3.022928,  7.43,    3.022974,  7.38
   3.029711,  7.45,    2.988113,  7.30,    3.029873,  7.43,    3.029919,  7.39
   3.036655,  7.45,    2.995058,  7.29,    3.036817,  7.43,    3.036863,  7.38
   3.043600,  7.45,    3.002002,  7.27,    3.043761,  7.42,    3.043808,  7.38
   3.050544,  7.45,    3.008947,  7.27,    3.050706,  7.43,    3.050752,  7.38
   3.057488,  7.45,    3.015891,  7.27,    3.057651,  7.42,    3.057697,  7.38
   3.064433,  7.45,    3.022836,  7.26,    3.064595,  7.42,    3.064641,  7.38
   3.071377,  7.45,    3.029780,  7.26,    3.071539,  7.42,    3.071586,  7.38
   3.078322,  7.45,    3.036725,  7.26,    3.078484,  7.42,    3.078530,  7.37
   3.085266,  7.44,    3.043669,  7.26,    3.085428,  7.42,    3.085474,  7.38
   3.092211,  7.44,    3.050613,  7.26,    3.092373,  7.42,    3.092419,  7.38
   3.099155,  7.44,    3.057558,  7.22,    3.099317,  7.42,    3.099363,  7.38
   3.106100,  7.44,    3.064502,  7.21,    3.106261,  7.42,    3.106308,  7.37
   3.113044,  7.44,    3.071447,  7.25,    3.113206,  7.42,    3.113252,  7.38
   3.119988,  7.44,    3.078391,  7.23,    3.120151,  7.42,    3.120197,  7.38
   3.126933,  7.44,    3.085336,  7.25,    3.127095,  7.42,    3.127141,  7.37
   3.133877,  7.44,    3.092280,  7.24,    3.134039,  7.42,    3.134086,  7.37
   3.140822,  7.44,    3.099225,  7.24,    3.140984,  7.42,    3.141030,  7.38
   3.147766,  7.44,    3.106169,  7.22,    3.147928,  7.42,    3.147974,  7.37
   3.154711,  7.44,    3.113113,  7.25,    3.154873,  7.42,    3.154919,  7.37
   3.161655,  7.44,    3.120058,  7.24,    3.161817,  7.42,    3.161863,  7.38
   3.168600,  7.44,    3.127002,  7.24,    3.168761,  7.42,    3.168808,  7.37
   3.175544,  7.43,    3.133947,  7.25,    3.175706,  7.42,    3.175752,  7.37
   3.182488,  7.43,    3.140891,  7.24,    3.182651,  7.42,    3.182697,  7.38
   3.189433,  7.43,    3.147836,  7.24,    3.189595,  7.42,    3.189641,  7.37
   3.196377,  7.44,    3.154780,  7.23,    3.196539,  7.42,    3.196586,  7.38
   3.203322,  7.43,    3.161725,  7.25,    3.203484,  7.42,    3.203530,  7.38
   3.210266,  7.43,    3.168669,  7.24,    3.210428,  7.42,    3.210474,  7.37
   3.217211,  7.43,    3.175613,  7.23,    3.217373,  7.42,    3.217419,  7.37
   3.224155,  7.43,    3.182558,  7.24,    3.224317,  7.42,    3.224363,  7.38
   3.231100,  7.43,    3.189502,  7.24,    3.231261,  7.42,    3.231308,  7.38
   3.238044,  7.43,    3.196447,  7.24,    3.238206,  7.42,    3.238252,  7.37
   3.244988,  7.43,    3.203391,  7.23,    3.245151,  7.42,    3.245197,  7.37
   3.251933,  7.43,    3.210336,  7.23,    3.252095,  7.42,    3.252141,  7.38
   3.258877,  7.43,    3.217280,  7.24,    3.259039,  7.42,    3.259086,  7.37
   3.265822,  7.43,    3.224225,  7.23,    3.265984,  7.42,    3.266030,  7.37
   3.272766,  7.43,    3.231169,  7.22,    3.272928,  7.42,    3.272974,  7.38
   3.279711,  7.43,    3.238113,  7.23,    3.279873,  7.42,    3.279919,  7.38
   3.286655,  7.43,    3.245058,  7.23,    3.286817,  7.42,    3.286863,  7.38
   3.293600,  7.43,    3.252002,  7.24,    3.293761,  7.42,    3.293808,  7.38
   3.300544,  7.43,    3.258947,  7.23,    3.300706,  7.42,    3.300752,  7.37
   3.307488,  7.43,    3.265891,  7.23,    3.307651,  7.42,    3.307697,  7.38
   3.314433,  7.43,    3.272836,  7.23,    3.314595,  7.42,    3.314641,  7.38
   3.321377,  7.43,    3.279780,  7.24,    3.321539,  7.42,    3.321586,  7.37
   3.328322,  7.43,    3.286725,  7.23,    3.328484,  7.42,    3.328530,  7.37
   3.335266,  7.43,    3.293669,  7.23,    3.335428,  7.42,    3.335474,  7.38
   3.342211,  7.43,    3.300613,  7.23,    3.342373,  7.42,    3.342419,  7.38
   3.349155,  7.43,    3.307558,  7.24,    3.349317,  7.42,    3.349363,  7.38
   3.356100,  7.43,    3.314502,  7.24,    3.356261,  7.42,    3.356308,  7.38
   3.363044,  7.43,    3.321447,  7.23,    3.363206,  7.42,    3.363252,  7.39
   3.369988,  7.43,    3.328391,  7.23,    3.370151,  7.42,    3.370197,  7.38
   3.376933,  7.43,    3.335336,  7.24,    3.377095,  7.42,    3.377141,  7.38
   3.383877,  7.42,    3.342280,  7.23,    3.384039,  7.42,    3.384086,  7.39
   3.390822,  7.42,    3.349225,  7.23,    3.390984,  7.42,    3.391030,  7.37
   3.397766,  7.43,    3.356169,  7.23,    3.397928,  7.42,    3.397974,  7.38
   3.404711,  7.43,    3.363113,  7.24,    3.404873,  7.42,    3.404919,  7.38
   3.411655,  7.42,    3.370058,  7.24,    3.411817,  7.42,    3.411863,  7.38
   3.418600,  7.42,    3.377002,  7.24,    3.418761,  7.42,    3.418808,  7.38
   3.425544,  7.43,    3.383947,  7.21,    3.425706,  7.43,    3.425752,  7.39
   3.432488,  7.43,    3.390891,  7.24,    3.432651,  7.43,    3.432697,  7.39
   3.439433,  7.42,    3.397836,  7.24,    3.439595,  7.43,    3.439641,  7.39
   3.446377,  7.42,    3.404780,  7.24,    3.446539,  7.43,    3.446586,  7.39
   3.453322,  7.42,    3.411725,  7.24,    3.453484,  7.43,    3.453530,  7.38
   3.460266,  7.43,    3.418669,  7.22,    3.460428,  7.43,    3.460474,  7.38
   3.467211,  7.42,    3.425613,  7.24,    3.467373,  7.43,    3.467419,  7.39
   3.474155,  7.42,    3.432558,  7.25,    3.474317,  7.43,    3.474363,  7.39
   3.481100,  7.42,    3.439502,  7.25,    3.481261,  7.43,    3.481308,  7.38
   3.488044,  7.43,    3.446447,  7.26,    3.488206,  7.43,    3.488252,  7.39
   3.494988,  7.42,    3.453391,  7.26,    3.495151,  7.43,    3.495197,  7.39
   3.501933,  7.42,    3.460336,  7.26,    3.502095,  7.43,    3.502141,  7.38
   3.508877,  7.42,    3.467280,  7.26,    3.509039,  7.43,    3.509086,  7.38
   3.515822,  7.43,    3.474225,  7.26,    3.515984,  7.43,    3.516030,  7.39
   3.522766,  7.42,    3.481169,  7.27,    3.522928,  7.43,    3.522974,  7.39
   3.529711,  7.42,    3.488113,  7.26,    3.529873,  7.43,    3.529919,  7.39
   3.536655,  7.42,    3.495058,  7.26,    3.536817,  7.43,    3.536863,  7.39
   3.543600,  7.43,    3.502002,  7.26,    3.543761,  7.43,    3.543808,  7.39
   3.550544,  7.42,    3.508947,  7.27,    3.550706,  7.43,    3.550752,  7.39
   3.557488,  7.42,    3.515891,  7.27,    3.557651,  7.43,    3.557697,  7.39
   3.564433,  7.42,    3.522836,  7.26,    3.564595,  7.43,    3.564641,  7.39
   3.571377,  7.42,    3.529780,  7.27,    3.571539,  7.43,    3.571586,  7.39
   3.578322,  7.42,    3.536725,  7.27,    3.578484,  7.43,    3.578530,  7.39
   3.585266,  7.42,    3.543669,  7.28,    3.585428,  7.43,    3.585474,  7.39
   3.592211,  7.42,    3.546863,  7.27,    3.592373,  7.43,    3.592419,  7.39
   3.599155,  7.42,    3.546875,  7.27,    3.599317,  7.43,    3.599363,  7.39
   3.606100,  7.42,    3.547523,  7.27,    3.606261,  7.43,    3.606319,  7.40
   3.613044,  7.42,    3.547523,  7.27,    3.613206,  7.43,    3.613252,  7.38
   3.619988,  7.42,    3.547535,  7.27,    3.620151,  7.43,    3.620197,  7.38
   3.626933,  7.42,    3.550613,  7.26,    3.627095,  7.43,    3.627141,  7.39
   3.633877,  7.42,    3.552743,  7.27,    3.634039,  7.43,    3.634086,  7.38
   3.640822,  7.42,    3.553021,  7.27,    3.640984,  7.44,    3.641030,  7.38
   3.647766,  7.42,    3.554120,  7.27,    3.647928,  7.44,    3.647974,  7.38
   3.654711,  7.42,    3.554213,  7.27,    3.654873,  7.43,    3.654919,  7.37
   3.661655,  7.42,    3.554421,  7.27,    3.661817,  7.43,    3.661863,  7.38
   3.668600,  7.42,    3.554884,  7.27,    3.668761,  7.43,    3.668808,  7.37
   3.675544,  7.41,    3.557558,  7.27,    3.675706,  7.43,    3.675752,  7.37
   3.682488,  7.41,    3.564502,  7.27,    3.682651,  7.43,    3.682697,  7.36
   3.689433,  7.41,    3.571447,  7.26,    3.689595,  7.43,    3.689641,  7.36
   3.696377,  7.41,    3.578391,  7.25,    3.696539,  7.42,    3.696586,  7.37
   3.703322,  7.41,    3.585336,  7.24,    3.703484,  7.42,    3.703530,  7.36
   3.710266,  7.40,    3.592280,  7.25,    3.710428,  7.42,    3.710474,  7.36
   3.717211,  7.40,    3.599225,  7.25,    3.717373,  7.42,    3.717419,  7.37
   3.724155,  7.40,    3.606169,  7.23,    3.724317,  7.41,    3.724363,  7.35
   3.731100,  7.40,    3.613113,  7.23,    3.731261,  7.41,    3.731308,  7.36
   3.738044,  7.39,    3.620058,  7.23,    3.738206,  7.41,    3.738252,  7.37
   3.744988,  7.39,    3.627002,  7.22,    3.745151,  7.41,    3.745197,  7.36
   3.751933,  7.39,    3.633947,  7.24,    3.752095,  7.41,    3.752141,  7.36
   3.758877,  7.39,    3.640891,  7.23,    3.759039,  7.40,    3.759086,  7.36
   3.765822,  7.39,    3.647836,  7.23,    3.765984,  7.40,    3.766030,  7.36
   3.772766,  7.39,    3.654780,  7.23,    3.772928,  7.40,    3.772974,  7.36
   3.779711,  7.39,    3.661725,  7.23,    3.779873,  7.40,    3.779919,  7.36
   3.786655,  7.38,    3.668669,  7.22,    3.786817,  7.40,    3.786863,  7.35
   3.793600,  7.38,    3.675613,  7.22,    3.793761,  7.40,    3.793808,  7.36
   3.800544,  7.38,    3.682558,  7.23,    3.800706,  7.39,    3.800752,  7.36
   3.807488,  7.38,    3.689502,  7.20,    3.807651,  7.39,    3.807697,  7.37
   3.814433,  7.38,    3.696447,  7.22,    3.814595,  7.39,    3.814653,  7.36
   3.821377,  7.37,    3.703391,  7.22,    3.821539,  7.39,    3.821586,  7.36
   3.828322,  7.37,    3.710336,  7.22,    3.828484,  7.39,    3.828530,  7.37
   3.835266,  7.37,    3.717280,  7.22,    3.835428,  7.38,    3.835474,  7.35
   3.842211,  7.37,    3.724225,  7.21,    3.842373,  7.38,    3.842419,  7.36
   3.849155,  7.37,    3.731169,  7.21,    3.849317,  7.38,    3.849363,  7.36
   3.856100,  7.36,    3.738113,  7.22,    3.856261,  7.38,    3.856308,  7.35
   3.863044,  7.36,    3.745058,  7.22,    3.863206,  7.38,    3.863252,  7.36
   3.869988,  7.36,    3.752002,  7.21,    3.870151,  7.38,    3.870197,  7.36
   3.876933,  7.36,    3.758947,  7.21,    3.877095,  7.38,    3.877141,  7.36
   3.883877,  7.36,    3.765891,  7.21,    3.884039,  7.37,    3.884086,  7.36
   3.890822,  7.36,    3.772836,  7.22,    3.890984,  7.37,    3.891030,  7.36
   3.897766,  7.36,    3.779780,  7.21,    3.897928,  7.37,    3.897974,  7.36
   3.904711,  7.35,    3.786725,  7.21,    3.904873,  7.37,    3.904919,  7.36
   3.911655,  7.35,    3.793669,  7.21,    3.911817,  7.37,    3.911863,  7.36
   3.918600,  7.35,    3.800613,  7.21,    3.918761,  7.37,    3.918808,  7.37
   3.925544,  7.35,    3.807558,  7.21,    3.925718,  7.37,    3.925752,  7.36
   3.932488,  7.35,    3.814502,  7.21,    3.932651,  7.36,    3.932697,  7.36
   3.939433,  7.35,    3.821447,  7.21,    3.939595,  7.36,    3.939641,  7.37
   3.946377,  7.35,    3.828391,  7.21,    3.946539,  7.36,    3.946586,  7.36
   3.953322,  7.35,    3.835336,  7.21,    3.953484,  7.36,    3.953530,  7.36
   3.960266,  7.34,    3.842280,  7.20,    3.960428,  7.36,    3.960474,  7.37
   3.967211,  7.34,    3.849225,  7.20,    3.967373,  7.36,    3.967419,  7.36
   3.974155,  7.34,    3.856169,  7.21,    3.974317,  7.36,    3.974363,  7.35
   3.981100,  7.34,    3.863113,  7.21,    3.981261,  7.36,    3.981308,  7.36
   3.988044,  7.34,    3.870058,  7.21,    3.988206,  7.36,    3.988252,  7.35
   3.994988,  7.34,    3.877002,  7.20,    3.995151,  7.35,    3.995197,  7.35
   4.001933,  7.34,    3.883947,  7.21,    4.002095,  7.35,    4.002141,  7.35
   4.008877,  7.34,    3.890891,  7.21,    4.009039,  7.35,    4.009086,  7.35
   4.015822,  7.34,    3.897836,  7.20,    4.015984,  7.35,    4.016030,  7.34
   4.022766,  7.33,    3.904780,  7.20,    4.022928,  7.35,    4.022986,  7.35
   4.029711,  7.33,    3.911725,  7.21,    4.029873,  7.35,    4.029919,  7.36
   4.036655,  7.33,    3.918669,  7.21,    4.036817,  7.35,    4.036863,  7.35
   4.043600,  7.33,    3.925613,  7.20,    4.043762,  7.35,    4.043808,  7.35
   4.050544,  7.33,    3.932558,  7.20,    4.050706,  7.35,    4.050752,  7.35
   4.057488,  7.33,    3.939502,  7.20,    4.057651,  7.34,    4.057697,  7.34
   4.064433,  7.33,    3.946447,  7.21,    4.064595,  7.34,    4.064641,  7.35
   4.071377,  7.33,    3.953391,  7.20,    4.071539,  7.34,    4.071586,  7.36
   4.078322,  7.33,    3.960336,  7.20,    4.078484,  7.34,    4.078530,  7.34
   4.085266,  7.33,    3.967280,  7.21,    4.085428,  7.34,    4.085474,  7.35
   4.092211,  7.33,    3.974225,  7.21,    4.092373,  7.34,    4.092419,  7.35
   4.099155,  7.33,    3.981169,  7.20,    4.099317,  7.34,    4.099363,  7.34
   4.106100,  7.32,    3.988113,  7.20,    4.106262,  7.34,    4.106308,  7.34
   4.113044,  7.32,    3.995058,  7.19,    4.113206,  7.34,    4.113252,  7.35
   4.119988,  7.32,    4.002002,  7.20,    4.120151,  7.34,    4.120197,  7.35
   4.126933,  7.32,    4.008947,  7.20,    4.127095,  7.34,    4.127141,  7.34
   4.133877,  7.32,    4.015891,  7.19,    4.134039,  7.34,    4.134086,  7.35
   4.140822,  7.32,    4.022836,  7.18,    4.140984,  7.33,    4.141030,  7.35
   4.147766,  7.32,    4.029780,  7.19,    4.147928,  7.33,    4.147974,  7.34
   4.154711,  7.32,    4.036725,  7.20,    4.154873,  7.33,    4.154919,  7.34
   4.161655,  7.32,    4.043669,  7.19,    4.161817,  7.33,    4.161863,  7.35
   4.168600,  7.32,    4.050613,  7.18,    4.168762,  7.33,    4.168808,  7.34
   4.175544,  7.32,    4.057558,  7.19,    4.175706,  7.33,    4.175752,  7.34
   4.182488,  7.32,    4.064502,  7.19,    4.182651,  7.33,    4.182697,  7.35
   4.189433,  7.32,    4.071447,  7.18,    4.189595,  7.33,    4.189641,  7.34
   4.196377,  7.31,    4.078391,  7.18,    4.196539,  7.33,    4.196586,  7.34
   4.203322,  7.31,    4.085336,  7.19,    4.203484,  7.33,    4.203530,  7.35
   4.210266,  7.31,    4.092280,  7.18,    4.210428,  7.33,    4.210474,  7.35
   4.217211,  7.31,    4.099225,  7.19,    4.217373,  7.33,    4.217419,  7.34
   4.224155,  7.31,    4.106169,  7.18,    4.224317,  7.33,    4.224363,  7.34
   4.231100,  7.31,    4.113113,  7.18,    4.231262,  7.33,    4.231308,  7.34
   4.238044,  7.31,    4.120058,  7.18,    4.238206,  7.33,    4.238264,  7.34
   4.244988,  7.31,    4.127002,  7.18,    4.245151,  7.33,    4.245197,  7.35
   4.251933,  7.31,    4.133947,  7.18,    4.252095,  7.33,    4.252141,  7.35
   4.258877,  7.31,    4.140891,  7.17,    4.259039,  7.33,    4.259086,  7.34
   4.265822,  7.31,    4.147836,  7.18,    4.265984,  7.33,    4.266030,  7.34
   4.272766,  7.31,    4.154780,  7.19,    4.272928,  7.33,    4.272974,  7.35
   4.279711,  7.31,    4.161725,  7.18,    4.279873,  7.33,    4.279919,  7.34
   4.286655,  7.31,    4.168669,  7.18,    4.286817,  7.32,    4.286863,  7.34
   4.293600,  7.31,    4.175613,  7.17,    4.293762,  7.32,    4.293808,  7.35
   4.300544,  7.31,    4.182558,  7.19,    4.300706,  7.32,    4.300752,  7.34
   4.307488,  7.31,    4.189502,  7.18,    4.307651,  7.32,    4.307697,  7.34
   4.314433,  7.30,    4.196447,  7.17,    4.314595,  7.32,    4.314641,  7.35
   4.321377,  7.30,    4.203391,  7.18,    4.321539,  7.32,    4.321586,  7.35
   4.328322,  7.31,    4.210336,  7.18,    4.328484,  7.32,    4.328530,  7.35
   4.335266,  7.30,    4.217280,  7.18,    4.335428,  7.32,    4.335474,  7.35
   4.342211,  7.30,    4.224225,  7.17,    4.342373,  7.32,    4.342419,  7.34
   4.349155,  7.30,    4.231169,  7.18,    4.349317,  7.32,    4.349363,  7.35
   4.356100,  7.30,    4.238113,  7.18,    4.356262,  7.32,    4.356308,  7.35
   4.363044,  7.30,    4.245058,  7.18,    4.363206,  7.32,    4.363252,  7.35
   4.369988,  7.30,    4.252002,  7.18,    4.370151,  7.32,    4.370197,  7.35
   4.376933,  7.30,    4.258947,  7.17,    4.377095,  7.32,    4.377141,  7.35
   4.383877,  7.30,    4.265891,  7.18,    4.384039,  7.32,    4.384086,  7.35
   4.390822,  7.30,    4.272836,  7.18,    4.390984,  7.32,    4.391030,  7.34
   4.397766,  7.30,    4.279780,  7.17,    4.397928,  7.32,    4.397974,  7.35
   4.404711,  7.30,    4.286725,  7.17,    4.404873,  7.32,    4.404919,  7.35
   4.411655,  7.30,    4.293669,  7.18,    4.411817,  7.32,    4.411863,  7.34
   4.418600,  7.30,    4.300613,  7.18,    4.418762,  7.32,    4.418808,  7.35
   4.425544,  7.30,    4.307558,  7.17,    4.425706,  7.32,    4.425752,  7.34
   4.432488,  7.30,    4.314502,  7.18,    4.432651,  7.32,    4.432697,  7.34
   4.439433,  7.30,    4.321447,  7.18,    4.439595,  7.32,    4.439641,  7.34
   4.446377,  7.30,    4.328391,  7.18,    4.446539,  7.32,    4.446586,  7.35
   4.453322,  7.30,    4.335336,  7.18,    4.453484,  7.32,    4.453530,  7.35
   4.460266,  7.30,    4.342280,  7.18,    4.460428,  7.31,    4.460474,  7.34
   4.467211,  7.30,    4.349225,  7.18,    4.467373,  7.31,    4.467419,  7.34
   4.474155,  7.30,    4.356169,  7.19,    4.474317,  7.31,    4.474363,  7.35
   4.481100,  7.30,    4.363113,  7.18,    4.481262,  7.31,    4.481308,  7.34
   4.488044,  7.30,    4.370058,  7.17,    4.488206,  7.31,    4.488252,  7.34
   4.494988,  7.30,    4.377002,  7.18,    4.495151,  7.31,    4.495197,  7.34
   4.501933,  7.30,    4.383947,  7.18,    4.502095,  7.31,    4.502141,  7.34
   4.508877,  7.30,    4.390891,  7.18,    4.509039,  7.31,    4.509086,  7.34
   4.515822,  7.30,    4.397836,  7.17,    4.515984,  7.31,    4.516030,  7.34
   4.522766,  7.30,    4.404780,  7.17,    4.522928,  7.31,    4.522974,  7.33
   4.529711,  7.30,    4.411725,  7.18,    4.529873,  7.31,    4.529919,  7.34
   4.536655,  7.30,    4.418669,  7.18,    4.536817,  7.31,    4.536863,  7.34
   4.543600,  7.29,    4.425613,  7.17,    4.543762,  7.31,    4.543808,  7.33
   4.550544,  7.29,    4.432558,  7.17,    4.550706,  7.31,    4.550752,  7.33
   4.557488,  7.29,    4.439502,  7.18,    4.557651,  7.31,    4.557697,  7.34
   4.564433,  7.30,    4.446447,  7.19,    4.564595,  7.31,    4.564641,  7.34
   4.571377,  7.29,    4.453391,  7.17,    4.571539,  7.31,    4.571586,  7.34
   4.578322,  7.29,    4.460336,  7.17,    4.578484,  7.31,    4.578530,  7.34
   4.585266,  7.29,    4.467280,  7.17,    4.585428,  7.31,    4.585474,  7.35
   4.592211,  7.30,    4.474225,  7.18,    4.592373,  7.31,    4.592419,  7.33
   4.599155,  7.29,    4.481169,  7.16,    4.599317,  7.31,    4.599363,  7.34
   4.606100,  7.29,    4.488113,  7.17,    4.606262,  7.31,    4.606308,  7.35
   4.613044,  7.29,    4.495058,  7.17,    4.613206,  7.31,    4.613252,  7.34
   4.619988,  7.29,    4.502002,  7.18,    4.620151,  7.31,    4.620197,  7.35
   4.626933,  7.29,    4.508947,  7.17,    4.627095,  7.31,    4.627141,  7.36
   4.633877,  7.29,    4.515891,  7.16,    4.634039,  7.31,    4.634086,  7.35
   4.640822,  7.29,    4.522836,  7.17,    4.640984,  7.31,    4.641030,  7.35
   4.647766,  7.29,    4.529780,  7.17,    4.647928,  7.31,    4.647974,  7.36
   4.654711,  7.29,    4.536725,  7.16,    4.654873,  7.31,    4.654919,  7.37
   4.661655,  7.29,    4.543669,  7.16,    4.661817,  7.31,    4.661863,  7.37
   4.668600,  7.29,    4.550613,  7.16,    4.668762,  7.31,    4.668808,  7.37
   4.675544,  7.29,    4.557558,  7.17,    4.675706,  7.31,    4.675752,  7.38
   4.682488,  7.29,    4.564502,  7.18,    4.682651,  7.31,    4.682697,  7.37
   4.689433,  7.29,    4.571447,  7.16,    4.689595,  7.31,    4.689641,  7.37
   4.696377,  7.29,    4.578391,  7.17,    4.696539,  7.31,    4.696586,  7.38
   4.703322,  7.29,    4.585336,  7.17,    4.703484,  7.31,    4.703530,  7.38
   4.710266,  7.29,    4.592280,  7.18,    4.710428,  7.31,    4.710474,  7.39
   4.717211,  7.29,    4.599225,  7.17,    4.717373,  7.31,    4.717419,  7.40
   4.724155,  7.29,    4.606169,  7.19,    4.724317,  7.31,    4.724363,  7.40
   4.731100,  7.29,    4.613113,  7.20,    4.731262,  7.31,    4.731308,  7.40
   4.738044,  7.29,    4.620058,  7.21,    4.738206,  7.31,    4.738252,  7.41
   4.744988,  7.29,    4.627002,  7.20,    4.745151,  7.31,    4.745197,  7.41
   4.751933,  7.29,    4.633947,  7.20,    4.752095,  7.31,    4.752141,  7.42
   4.758877,  7.29,    4.640891,  7.21,    4.759039,  7.31,    4.759086,  7.42
   4.765822,  7.29,    4.647836,  7.22,    4.765984,  7.31,    4.766030,  7.43
   4.772766,  7.29,    4.654780,  7.21,    4.772928,  7.31,    4.772974,  7.42
